AR, 2018, kidney, 1099, num, deceased
AE, 2017, heart/lung, -, pmp, living
AE, 2017, kidney, 6, num, deceased
AE, 2017, liver, 0, num, deceased
AE, 2017, pancreas, 0, num, deceased
AE, 2017, heart, 0, num, deceased
AE, 2017, lung, 0, num, deceased
AE, 2017, heart/lung, -, num, deceased
AE, 2017, kidney, 0.66, pmp, deceased
AE, 2017, liver, 0, pmp, deceased
AE, 2017, pancreas, 0, pmp, deceased
AE, 2017, heart, 0, pmp, deceased
AE, 2017, lung, 0, pmp, deceased
AE, 2017, heart/lung, -, pmp, deceased
AE, 2017, kidney, 34, num, living
AE, 2017, liver, 0, num, living
AE, 2017, pancreas, -, num, living
AE, 2017, heart, -, num, living
AE, 2017, lung, -, num, living
AE, 2017, heart/lung, -, num, living
AE, 2017, kidney, 3.72, pmp, living
AE, 2017, liver, 0, pmp, living
AE, 2017, pancreas, -, pmp, living
AE, 2017, heart, -, pmp, living
AE, 2017, lung, -, pmp, living
AE, 2017, heart/lung, -, pmp, living
AE, 2017, kidney, 6, num, deceased
AE, 2017, liver, 0, num, deceased
AE, 2017, pancreas, 0, num, deceased
AE, 2017, heart, 0, num, deceased
AE, 2017, lung, 0, num, deceased
AE, 2017, heart/lung, -, num, deceased
AE, 2017, kidney, 0.66, pmp, deceased
AE, 2017, liver, 0, pmp, deceased
AE, 2017, pancreas, 0, pmp, deceased
AE, 2017, heart, 0, pmp, deceased
AE, 2017, lung, 0, pmp, deceased
AE, 2017, heart/lung, -, pmp, deceased
AE, 2017, kidney, 34, num, living
AE, 2017, liver, 0, num, living
AE, 2017, pancreas, -, num, living
AE, 2017, heart, -, num, living
AE, 2017, lung, -, num, living
AE, 2017, heart/lung, -, num, living
AE, 2017, kidney, 3.72, pmp, living
AE, 2017, liver, 0, pmp, living
AE, 2017, pancreas, -, pmp, living
AE, 2017, heart, -, pmp, living
AE, 2017, lung, -, pmp, living
AE, 2017, heart/lung, -, pmp, living
AE, 2017, kidney, 6, num, deceased
AE, 2017, liver, 0, num, deceased
AE, 2017, pancreas, 0, num, deceased
AE, 2017, heart, 0, num, deceased
AE, 2017, lung, 0, num, deceased
AE, 2017, heart/lung, -, num, deceased
AE, 2017, kidney, 0.66, pmp, deceased
AE, 2017, liver, 0, pmp, deceased
AE, 2017, pancreas, 0, pmp, deceased
AE, 2017, heart, 0, pmp, deceased
AE, 2017, lung, 0, pmp, deceased
AE, 2017, heart/lung, -, pmp, deceased
AE, 2017, kidney, 34, num, living
AE, 2017, liver, 0, num, living
AE, 2017, pancreas, -, num, living
AE, 2017, heart, -, num, living
AE, 2017, lung, -, num, living
AE, 2017, heart/lung, -, num, living
AE, 2017, kidney, 3.72, pmp, living
AE, 2017, liver, 0, pmp, living
AE, 2017, pancreas, -, pmp, living
AE, 2017, heart, -, pmp, living
AE, 2017, lung, -, pmp, living
AE, 2017, heart/lung, -, pmp, living
AE, 2017, kidney, 6, num, deceased
AE, 2017, liver, 0, num, deceased
AE, 2017, pancreas, 0, num, deceased
AE, 2017, heart, 0, num, deceased
AE, 2017, lung, 0, num, deceased
AE, 2017, heart/lung, -, num, deceased
AE, 2017, kidney, 0.66, pmp, deceased
AE, 2017, liver, 0, pmp, deceased
AE, 2017, pancreas, 0, pmp, deceased
AE, 2017, heart, 0, pmp, deceased
AE, 2017, lung, 0, pmp, deceased
AE, 2017, heart/lung, -, pmp, deceased
AE, 2017, kidney, 34, num, living
AE, 2017, liver, 0, num, living
AE, 2017, pancreas, -, num, living
AE, 2017, heart, -, num, living
AE, 2017, lung, -, num, living
AE, 2017, heart/lung, -, num, living
AE, 2017, kidney, 3.72, pmp, living
AE, 2017, liver, 0, pmp, living
AE, 2017, pancreas, -, pmp, living
AE, 2017, heart, -, pmp, living
AE, 2017, lung, -, pmp, living
AE, 2017, heart/lung, -, pmp, living
AE, 2017, kidney, 6, num, deceased
AE, 2017, liver, 0, num, deceased
AE, 2017, pancreas, 0, num, deceased
AE, 2017, heart, 0, num, deceased
AE, 2017, lung, 0, num, deceased
AE, 2017, heart/lung, -, num, deceased
AE, 2017, kidney, 0.66, pmp, deceased
AE, 2017, liver, 0, pmp, deceased
AE, 2017, pancreas, 0, pmp, deceased
AE, 2017, heart, 0, pmp, deceased
AE, 2017, lung, 0, pmp, deceased
AE, 2017, heart/lung, -, pmp, deceased
AE, 2017, kidney, 34, num, living
AE, 2017, liver, 0, num, living
AE, 2017, pancreas, -, num, living
AE, 2017, heart, -, num, living
AE, 2017, lung, -, num, living
AE, 2017, heart/lung, -, num, living
AE, 2017, kidney, 3.72, pmp, living
AE, 2017, liver, 0, pmp, living
AE, 2017, pancreas, -, pmp, living
AE, 2017, heart, -, pmp, living
AE, 2017, lung, -, pmp, living
AE, 2017, heart/lung, -, pmp, living
AE, 2013, kidney, 0, num, deceased
AE, 2013, liver, 0, num, deceased
AE, 2013, pancreas, 0, num, deceased
AE, 2013, heart, 0, num, deceased
AE, 2013, lung, 0, num, deceased
AE, 2013, heart/lung, -, num, deceased
AE, 2013, kidney, 0, pmp, deceased
AE, 2013, liver, 0, pmp, deceased
AE, 2013, pancreas, 0, pmp, deceased
AE, 2013, heart, 0, pmp, deceased
AE, 2013, lung, 0, pmp, deceased
AE, 2013, heart/lung, -, pmp, deceased
AE, 2013, kidney, 30, num, living
AE, 2013, liver, 0, num, living
AE, 2013, pancreas, -, num, living
AE, 2013, heart, -, num, living
AE, 2013, lung, -, num, living
AE, 2013, heart/lung, -, num, living
AE, 2013, kidney, 3.26, pmp, living
AE, 2013, liver, 0, pmp, living
AE, 2013, pancreas, -, pmp, living
AE, 2013, heart, -, pmp, living
AE, 2013, lung, -, pmp, living
AE, 2013, heart/lung, -, pmp, living
AE, 2014, kidney, 0, num, deceased
AE, 2014, liver, 0, num, deceased
AE, 2014, pancreas, 0, num, deceased
AE, 2014, heart, 0, num, deceased
AE, 2014, lung, 0, num, deceased
AE, 2014, heart/lung, -, num, deceased
AE, 2014, kidney, 0, pmp, deceased
AE, 2014, liver, 0, pmp, deceased
AE, 2014, pancreas, 0, pmp, deceased
AE, 2014, heart, 0, pmp, deceased
AE, 2014, lung, 0, pmp, deceased
AE, 2014, heart/lung, -, pmp, deceased
AE, 2014, kidney, 51, num, living
AE, 2014, liver, 0, num, living
AE, 2014, pancreas, -, num, living
AE, 2014, heart, -, num, living
AE, 2014, lung, -, num, living
AE, 2014, heart/lung, -, num, living
AE, 2014, kidney, 5.5, pmp, living
AE, 2014, liver, 0, pmp, living
AE, 2014, pancreas, -, pmp, living
AE, 2014, heart, -, pmp, living
AE, 2014, lung, -, pmp, living
AE, 2014, heart/lung, -, pmp, living
AE, 2017, kidney, 6, num, deceased
AE, 2017, liver, 0, num, deceased
AE, 2017, pancreas, 0, num, deceased
AE, 2017, heart, 0, num, deceased
AE, 2017, lung, 0, num, deceased
AE, 2017, heart/lung, -, num, deceased
AE, 2017, kidney, 0.66, pmp, deceased
AE, 2017, liver, 0, pmp, deceased
AE, 2017, pancreas, 0, pmp, deceased
AE, 2017, heart, 0, pmp, deceased
AE, 2017, lung, 0, pmp, deceased
AE, 2017, heart/lung, -, pmp, deceased
AE, 2017, kidney, 34, num, living
AE, 2017, liver, 0, num, living
AE, 2017, pancreas, -, num, living
AE, 2017, heart, -, num, living
AE, 2017, lung, -, num, living
AE, 2017, heart/lung, -, num, living
AE, 2017, kidney, 3.72, pmp, living
AE, 2017, liver, 0, pmp, living
AE, 2017, pancreas, -, pmp, living
AE, 2017, heart, -, pmp, living
AE, 2017, lung, -, pmp, living
AE, 2017, heart/lung, -, pmp, living
AE, 2017, kidney, 6, num, deceased
AE, 2017, liver, 0, num, deceased
AE, 2017, pancreas, 0, num, deceased
AE, 2017, heart, 0, num, deceased
AE, 2017, lung, 0, num, deceased
AE, 2017, heart/lung, -, num, deceased
AE, 2017, kidney, 0.66, pmp, deceased
AE, 2017, liver, 0, pmp, deceased
AE, 2017, pancreas, 0, pmp, deceased
AE, 2017, heart, 0, pmp, deceased
AE, 2017, lung, 0, pmp, deceased
AE, 2017, heart/lung, -, pmp, deceased
AE, 2017, kidney, 34, num, living
AE, 2017, liver, 0, num, living
AE, 2017, pancreas, -, num, living
AE, 2017, heart, -, num, living
AE, 2017, lung, -, num, living
AE, 2017, heart/lung, -, num, living
AE, 2017, kidney, 3.72, pmp, living
AE, 2017, liver, 0, pmp, living
AE, 2017, pancreas, -, pmp, living
AE, 2017, heart, -, pmp, living
AE, 2017, lung, -, pmp, living
AE, 2017, heart/lung, -, pmp, living
AE, 2017, kidney, 6, num, deceased
AE, 2017, liver, 0, num, deceased
AE, 2017, pancreas, 0, num, deceased
AE, 2017, heart, 0, num, deceased
AE, 2017, lung, 0, num, deceased
AE, 2017, heart/lung, -, num, deceased
AE, 2017, kidney, 0.66, pmp, deceased
AE, 2017, liver, 0, pmp, deceased
AE, 2017, pancreas, 0, pmp, deceased
AE, 2017, heart, 0, pmp, deceased
AE, 2017, lung, 0, pmp, deceased
AE, 2017, heart/lung, -, pmp, deceased
AE, 2017, kidney, 34, num, living
AE, 2017, liver, 0, num, living
AE, 2017, pancreas, -, num, living
AE, 2017, heart, -, num, living
AE, 2017, lung, -, num, living
AE, 2017, heart/lung, -, num, living
AE, 2017, kidney, 3.72, pmp, living
AE, 2017, liver, 0, pmp, living
AE, 2017, pancreas, -, pmp, living
AE, 2017, heart, -, pmp, living
AE, 2017, lung, -, pmp, living
AE, 2017, heart/lung, -, pmp, living
AE, 2017, kidney, 6, num, deceased
AE, 2017, liver, 0, num, deceased
AE, 2017, pancreas, 0, num, deceased
AE, 2017, heart, 0, num, deceased
AE, 2017, lung, 0, num, deceased
AE, 2017, heart/lung, -, num, deceased
AE, 2017, kidney, 0.66, pmp, deceased
AE, 2017, liver, 0, pmp, deceased
AE, 2017, pancreas, 0, pmp, deceased
AE, 2017, heart, 0, pmp, deceased
AE, 2017, lung, 0, pmp, deceased
AE, 2017, heart/lung, -, pmp, deceased
AE, 2017, kidney, 34, num, living
AE, 2017, liver, 0, num, living
AE, 2017, pancreas, -, num, living
AE, 2017, heart, -, num, living
AE, 2017, lung, -, num, living
AE, 2017, heart/lung, -, num, living
AE, 2017, kidney, 3.72, pmp, living
AE, 2017, liver, 0, pmp, living
AE, 2017, pancreas, -, pmp, living
AE, 2017, heart, -, pmp, living
AE, 2017, lung, -, pmp, living
AE, 2017, heart/lung, -, pmp, living
